Gender,Residence,Study_Level,Faculty,Grad_School,Visiting_Faculty_GradSchool,Affiliation_Program,Freq_Taxi,Freq_Ring,Freq_Walking,Freq_Hitchhiking,Freq_PersonalVehicle,Weekday_Ring_Frequency,Weekday_Ring_TimeSlots,Weekday_Schedule_Satisfaction,Weekend_Ring_Frequency,Weekend_Ring_TimeSlots,Weekend_Schedule_Satisfaction,Route_Used_Most,Ring_Purposes,Ring_Reasons,Problem_LateBus,Problem_TooCrowded,Problem_LongWait,Problem_NotMyRoute,Problem_RouteConfusing,Problem_HoursMismatch,Problem_NotClean,Problem_DriverBehavior,Understanding_Routes,Avg_Wait_Time,UseMore_IfFrequent,App_Helping_Ring,MostValuable_Improvement,Overall_Satisfaction,Open_Comments,Department
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Sometimes,Always,Sometimes,Never,Very rarely,"Morning (08:00–11:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to East Dorms, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Often,Often,Sometimes,Sometimes,Often,Rarely,Sometimes,3.0,11–15 minutes,Yes,4.0,More frequent buses,3.0,,Sosyoloji
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Satisfied,Sometimes (a few times a month),Late hours (19:00–23:00),Neutral,"Brown (A1 - A1), Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to cafeteria","Free, I don't have a personal vehicle",Sometimes,Always,Often,Always,Never,Often,Never,Never,5.0,11–15 minutes,Yes,4.0,More frequent buses,4.0,,Geological Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Sometimes,Always,Sometimes,Rarely,Haftada 3–4 kez,Afternoon (15:00–19:00),Neutral,Sometimes (a few times a month),Late hours (19:00–23:00),Neutral,"Brown (A1 - A1), Red (East - A2)","Going to East Dorms, Going to Gate A1",Fastest transportation method,Never,Sometimes,Often,Often,Often,Often,Never,Never,2.0,5–10 minutes,Yes,2.0,Better real-time tracking,3.0,,Molecular Biology and Genetics
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Sometimes,Always,Never,Never,Very rarely,Morning (08:00–11:00),Satisfied,Sometimes (a few times a month),"Noon (11:00–15:00), Late hours (19:00–23:00)",Satisfied,Brown (A1 - A1),"Going to East Dorms, Going to Gate A1","Free, Fastest transportation method",Never,Never,Often,Often,Never,Sometimes,Never,Never,3.0,5–10 minutes,Yes,5.0,More frequent buses,4.0,,Electrical and Electronics Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Other,,,,Preparatory School,Never,Rarely,Often,Never,Never,Very rarely,Noon (11:00–15:00),Very Unsatisfied,Nadiren (ayda 1–2 kez),Afternoon (15:00–19:00),Neutral,"Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department","Free, Fastest transportation method, Better for the environment",Rarely,Always,Always,Rarely,Rarely,Always,Always,Never,4.0,20 dakikadan fazla,Yes,3.0,More frequent buses,2.0,Klima kullanılmalı bir defasında o kadar çok terledim ki istediğim yere gidemeden inmek zorunda kaldım,
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Architecture,,,,Rarely,Sometimes,Often,Rarely,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Afternoon (15:00–19:00)",Neutral,Nadiren (ayda 1–2 kez),"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, Fastest transportation method",Rarely,Sometimes,Often,Sometimes,Rarely,Sometimes,Rarely,Never,4.0,5–10 minutes,Yes,4.0,Better real-time tracking,4.0,,Industrial Design
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Always,Often,Rarely,Never,More than once a day,"Noon (11:00–15:00), Late hours (19:00–23:00)",Neutral,Sometimes (a few times a month),"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Often,Sometimes,Never,Rarely,Rarely,Sometimes,Often,3.0,11–15 minutes,Yes,5.0,Daha uzun hizmet saatleri,3.0,,Biyoloji
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Sometimes,Sometimes,Often,Rarely,Never,Haftada 3–4 kez,"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),Late hours (19:00–23:00),Unsatisfied,"Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Going to Gate A1","Free, I don't have a personal vehicle",Sometimes,Sometimes,Often,Never,Sometimes,Sometimes,Never,Never,3.0,16–20 minutes,Yes,5.0,More frequent buses,3.0,,Electrical and Electronics Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Often,Rarely,Never,Once a day,"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,Often (every weekend),"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,"Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Going to Gate A1, Going to library, Going to cafeteria","Most convenient transportation method, I don't have a personal vehicle",Sometimes,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,3.0,5–10 minutes,Yes,3.0,More frequent buses,3.0,,Food Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Never,Often,Always,Rarely,Never,Once a day,Morning (08:00–11:00),Neutral,Nadiren (ayda 1–2 kez),"Noon (11:00–15:00), Afternoon (15:00–19:00)",Neutral,"Yellow (A2 - East), Red (East - A2)","Reaching my department, Going to Gate A1","Most convenient transportation method, Free, Fastest transportation method, Better for the environment, I don't have a personal vehicle",Sometimes,Always,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,2.0,5–10 minutes,No,4.0,Better real-time tracking,2.0,,Fizik
Female,"East Dorms/Guesthouses (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,Rarely,Always,Often,Never,Never,More than once a day,"Morning (08:00–11:00), Midday (11:00-15:00), Evening (15:00-19:00)",Dissatisfied,Often (every weekend),"Midday (11:00–15:00), Evening (15:00–19:00), Late (19:00–23:00)",Very dissatisfied,"Yellow (A2 - East), Red (East - A2), Navy Blue (East - East), Purple (A1 - A1)","To get to East dormitory, To get to department, To get to A1 Entrance, To get to A2 Entrance","Most convenient, It's free, Better for environment, No private car",Often,Often,Always,Always,Sometimes,Always,Rarely,Often,3.0,5–10 minutes,Yes,4.0,More frequent buses,3.0,,Petroleum and Natural Gas Engineering
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),School of Foreign Languages,,,,Never,Always,Often,Often,Never,More than once a day,"Noon (11:00–15:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),Late hours (19:00–23:00),Very Unsatisfied,"Yellow (A2 - East), Navy (East - East), Purple (A1 - A1)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to cafeteria, Going to sports/recreation facilities","Free, I don't have a personal vehicle",Rarely,Always,Often,Sometimes,Rarely,Sometimes,Never,Never,2.0,16–20 minutes,Yes,4.0,Daha uzun hizmet saatleri,4.0,,Preparatory Program
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Always,Always,Always,Never,More than once a day,Late hours (19:00–23:00),Neutral,Often (every weekend),Late hours (19:00–23:00),Very Unsatisfied,"Brown (A1 - A1), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1",Free,Never,Often,Often,Sometimes,Always,Sometimes,Always,Never,1.0,20 dakikadan fazla,Yes,1.0,More frequent buses,2.0,,Mining Engineering
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Sometimes,Often,Often,Sometimes,Never,Haftada 3–4 kez,"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,Nadiren (ayda 1–2 kez),Noon (11:00–15:00),Very Unsatisfied,Red (East - A2),"Going to East Dorms, Reaching my department","Most convenient transportation method, Free, I don't have a personal vehicle",Often,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,1.0,11–15 minutes,Yes,3.0,More frequent buses,3.0,"Hep ama hep geç geliyor nerdeyse, hep 00.20 00.40 ve 00.00 da geleceğine, 00.15, 00.30 da gelmesi aşırı işime yarardı ( doğu için )",Biyoloji
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Never,Often,Often,Never,Never,More than once a day,Morning (08:00–11:00),Satisfied,Nadiren (ayda 1–2 kez),Late hours (19:00–23:00),Unsatisfied,"Yellow (A2 - East), Red (East - A2), Navy (East - East)","Reaching my department, Going to Gate A1, Going to cafeteria","Most convenient transportation method, Free",Often,Often,Often,Rarely,Always,Sometimes,Rarely,Never,2.0,5–10 minutes,Yes,3.0,Better route coverage,3.0,Yemekhane için bir ring durağı olmalı ,Biyoloji
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Sometimes,Often,Often,Never,Once a day,Morning (08:00–11:00),Neutral,Nadiren (ayda 1–2 kez),Late hours (19:00–23:00),Very Unsatisfied,"Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1","Free, I don't have a personal vehicle",Often,Sometimes,Sometimes,Rarely,Never,Often,Never,Never,4.0,16–20 minutes,Yes,2.0,Daha uzun hizmet saatleri,2.0,,Petroleum and Natural Gas Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Sometimes,Often,Rarely,Rarely,Haftada 3–4 kez,"Morning (08:00–11:00), Late hours (19:00–23:00)",Satisfied,Sometimes (a few times a month),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,"Brown (A1 - A1), Red (East - A2)","Reaching my department, Going to Gate A1, Going to Gate A2","Free, I don't have a personal vehicle",Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Never,3.0,16–20 minutes,Yes,4.0,Better real-time tracking,4.0,,Metallurgical and Materials Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),School of Foreign Languages,,,,Never,Sometimes,Always,Sometimes,Never,Haftada 1–2 kez,Noon (11:00–15:00),Neutral,Sometimes (a few times a month),,Very Unsatisfied,Brown (A1 - A1),"Going to East Dorms, Reaching my department, Going to Gate A1",I don't have a personal vehicle,Often,Often,Often,Often,Never,Always,Sometimes,Never,2.0,16–20 minutes,Yes,1.0,More frequent buses,2.0,,Preparatory Program
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Sometimes,Always,Rarely,Often,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Orange (West - A2), Yellow (A2 - East), Red (East - A2)","Going to West Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library",I don't have a personal vehicle,Often,Always,Often,Rarely,Never,Always,Always,Always,4.0,11–15 minutes,Yes,2.0,More frequent buses,2.0,soforler keyiflerine gore cikariyorlar ringleri saatler ve seferler yetersiz havaciliktan ringe binebilmek neredeyse imkansiz 20 dkda bir haftaici derse yetismek icin hic uygun degil cunku ring dolu gelince zaten derse gec kalmis oluyorum haftasonu saatte bir inanilmaz yetersiz ve ayni sekilde kalabalik da oluyor batidan neredeyse tek ulasim ring fakat aksam-gunduz farketmez yurda donmek imkansiz ben ilk geldigimde ringler 10dkda birdi ve cok dahq iyiydi,Chemical Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Often,Often,Never,Once a day,"Morning (08:00–11:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Satisfied,Often (every weekend),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Unsatisfied,"Orange (West - A2), Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2","Free, I don't have a personal vehicle",Rarely,Often,Sometimes,Rarely,Never,Rarely,Never,Never,5.0,5–10 minutes,Yes,4.0,More frequent buses,4.0,,Metallurgical and Materials Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Arts and Sciences,,,,Rarely,Rarely,Often,Sometimes,Never,Very rarely,Late hours (19:00–23:00),Neutral,Nadiren (ayda 1–2 kez),Late hours (19:00–23:00),Neutral,"Brown (A1 - A1), Navy (East - East), Purple (A1 - A1)","Going to East Dorms, Going to Gate A1","Free, Fastest transportation method, Better for the environment",Sometimes,Sometimes,Often,Sometimes,Often,Rarely,Never,Rarely,2.0,5–10 minutes,No,3.0,Daha uzun hizmet saatleri,4.0,Sistemi engelli bireylerin de kullanacağı şekilde kalifiye etmek.,Tarih
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Never,Never,Always,Never,Never,Never,Late hours (19:00–23:00),Neutral,Never use it,Late hours (19:00–23:00),Neutral,Yellow (A2 - East),Going to Gate A2,I don't have a personal vehicle,Sometimes,Sometimes,,Sometimes,Sometimes,,,,2.0,11–15 minutes,No,2.0,More frequent buses,3.0,,Political Science and Public Administration
Male,Off-campus (far from campus),Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Often,Often,Never,Once a day,Morning (08:00–11:00),Very Unsatisfied,Often (every weekend),"Afternoon (15:00–19:00), Late hours (19:00–23:00)",Very Unsatisfied,"Brown (A1 - A1), Yellow (A2 - East), Purple (A1 - A1)","Reaching my department, Going to Gate A1, Going to library, Going to cafeteria","Free, I don't have a personal vehicle",Rarely,Often,Sometimes,Rarely,Never,Never,Rarely,Never,3.0,5–10 minutes,Yes,3.0,More frequent buses,2.0,,Mechanical Engineering
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Often,Often,Sometimes,Rarely,Never,More than once a day,"Morning (08:00–11:00), Late hours (19:00–23:00)",Unsatisfied,Often (every weekend),"Noon (11:00–15:00), Late hours (19:00–23:00)",Very Unsatisfied,"Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to Gate A2, Going to library, Going to cafeteria","Fastest transportation method, I don't have a personal vehicle",Sometimes,Often,Often,Rarely,Never,Sometimes,Rarely,Rarely,5.0,11–15 minutes,Yes,3.0,More frequent buses,3.0,ogle saatlerinde a2den gelen sari ring bati yurtlarinda asiri doluyor ve gunun bazi saatlerinde 10 dakikada bir yapilmasi gerektigini dusunuyorum,Metallurgical and Materials Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Never,Often,Often,Sometimes,Never,More than once a day,"Morning (08:00–11:00), Noon (11:00–15:00)",Satisfied,Often (every weekend),"Morning (08:00–11:00), Afternoon (15:00–19:00), Late hours (19:00–23:00)",Neutral,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2), Purple (A1 - A1)","Going to East Dorms, Reaching my department, Going to Gate A1","Most convenient transportation method, Free, Fastest transportation method, I don't have a personal vehicle",Rarely,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,4.0,5–10 minutes,Yes,5.0,Better real-time tracking,4.0,,Civil Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Engineering,,,,Rarely,Often,Always,Sometimes,Never,Once a day,Late hours (19:00–23:00),Very Unsatisfied,Often (every weekend),Late hours (19:00–23:00),Very Unsatisfied,"Yellow (A2 - East), Red (East - A2), Navy (East - East), Purple (A1 - A1)","Going to East Dorms, Going to Gate A1","Free, I don't have a personal vehicle",Rarely,Always,Sometimes,Always,Never,Never,Rarely,Never,3.0,5–10 minutes,Yes,5.0,Better route coverage,2.0,,Petroleum and Natural Gas Engineering
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor's),Faculty of Economic and Administrative Sciences,,,,Rarely,Often,Sometimes,Sometimes,Never,Once a day,"Noon (11:00–15:00), Afternoon (15:00–19:00)",Satisfied,Sometimes (a few times a month),Late hours (19:00–23:00),Neutral,"Brown (A1 - A1), Yellow (A2 - East), Red (East - A2)","Going to East Dorms, Reaching my department, Going to Gate A1, Going to cafeteria","Most convenient transportation method, Free, I don't have a personal vehicle",Sometimes,Sometimes,Often,Never,Never,Never,Never,Never,4.0,16–20 minutes,Yes,5.0,More frequent buses,4.0,Helpful,Political Science and Public Administration
Male,"East Dorms/Guesthouses (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,Rarely,Often,Always,Never,Never,3–4 times a week,Morning (08:00–11:00),Neutral,Rarely (once or twice a month),Late (19:00–23:00),Dissatisfied,"Brown (A1 - A1), Red (East - A2), Purple (A1 - A1)","To get to East dormitory, To get to department, To get to A1 Entrance, To get to dining facilities","Most convenient, It's free, No private car",Often,Often,Often,Often,,Often,Sometimes,Rarely,5.0,5–10 minutes,Yes,4.0,More frequent buses,3.0,,Civil Engineering
Other,"East Dorms/Guesthouses (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,Never,Sometimes,Always,Never,Never,3–4 times a week,"Evening (15:00-19:00), Late evening (19:00-23:00)",Dissatisfied,Sometimes (a few times a month),Late (19:00–23:00),Neutral,"Yellow (A2 - East), Red (East - A2)","To get to East dormitory, To get to department, To get to A1 Entrance","It's free, Fastest",Sometimes,Often,Often,Rarely,Rarely,Sometimes,Rarely,Rarely,1.0,16–20 minutes,Yes,3.0,More frequent buses,3.0,,Molecular Biology and Genetics
